(3049, 4281)
(4103, 4882)
(5396, 5023)
(830, 3775)
(3767, 4498)
(2941, 4561)
(580, 3726)
(5037, 5055)
(2285, 4283)
(4175, 4602)
(8009, 5989)
(7249, 5687)
(1714, 4185)
(7740, 5714)
(4078, 4792)
(8976, 6328)
(7925, 5996)
(5110, 4868)
(9737, 6497)
(3702, 4752)
(6058, 5311)
(288, 3456)
(7699, 5941)
(5351, 5117)
(4137, 4602)
(3270, 4367)
(9825, 6322)
(6366, 5290)
(4982, 4929)
(74, 3519)
(6514, 5272)
(1504, 3908)
(6399, 5526)
(8865, 6097)
(5117, 5174)
(9576, 6453)
(6078, 5160)
(7811, 5718)
(783, 3849)
(7251, 5687)
(3485, 4624)
(8429, 5940)
(3031, 4479)
(7887, 5642)
(9552, 6145)
(1695, 3909)
(8134, 5790)
(9271, 6321)
(575, 3819)
(2682, 4305)
(6047, 5111)
(1853, 3997)
(3979, 4599)
(3633, 4580)
(3858, 4860)
(3142, 4526)
(4375, 4913)
(3038, 4299)
(5265, 5018)
(976, 3786)
(4073, 4650)
(5539, 5107)
(8428, 6023)
(1250, 3906)
(5277, 5116)
(8133, 5786)
(4604, 4979)
(885, 3809)
(3384, 4599)
(7615, 5608)
(7556, 5675)
(566, 3838)
(7660, 5648)
(4783, 4908)
(431, 3704)
(5246, 4945)
(4584, 4797)
(3408, 4410)
(4675, 4878)
(6444, 5430)
(3989, 4593)
(3140, 4290)
(9263, 6221)
(4446, 4906)
(7926, 6011)
(53, 3703)
(4939, 4934)
(7357, 5499)
(1017, 3733)
(4163, 4935)
(9332, 6337)
(6722, 5635)
(3973, 4538)
(8295, 5866)
(1979, 4196)
(8926, 6272)
(9089, 6386)
(6648, 5441)
(4276, 4923)
(1577, 4052)
(224, 3730)
(3751, 4783)
(334, 3711)
(9759, 6489)
(5207, 5065)
(818, 3701)
(9637, 6439)
(5797, 5172)
(517, 3751)
(377, 3625)
(5802, 5251)
(8773, 6266)
(973, 3983)
(7612, 5646)
(8494, 6027)
(7019, 5701)
(9625, 6351)
(6737, 5361)
(3548, 4529)
(961, 3993)
(5264, 5055)
(9085, 6330)
(864, 3628)
(5288, 5252)
(6229, 5291)
(6554, 5410)
(8030, 5822)
(1831, 3936)
(3531, 4673)
(526, 3750)
(8329, 5949)
(5208, 5137)
(4062, 4913)
(8323, 5893)
(6007, 5252)
(1593, 3813)
(6439, 5553)
(3441, 4639)
(6898, 5427)
(2531, 4105)
(2336, 4124)
(9294, 6144)
(4842, 4821)
(394, 3561)
(1208, 3834)
(993, 4024)
(1977, 3962)
(7826, 5766)
(6395, 5573)
(9713, 6321)
(6301, 5568)
(5393, 4999)
(2149, 3974)
(8208, 5855)
(2451, 4372)
(1676, 4181)
(2432, 4083)
(8436, 5948)
(2958, 4313)
(6057, 5477)
(1639, 3828)
(3101, 4428)
(7888, 5683)
(4925, 4926)
(6780, 5542)
(4502, 4946)
(4564, 4735)
(1435, 4002)
(4546, 4829)
(7546, 5570)
(3308, 4596)
(1214, 3840)
(2493, 4128)
(2320, 4035)
(9160, 6379)
(6555, 5273)
(3682, 4633)
(6894, 5712)
(9519, 6168)
(3515, 4477)
(2338, 4367)
(7377, 5525)
(1472, 3934)
(1431, 3851)
(3217, 4315)
(5350, 5044)
(1944, 3950)
(2612, 4458)
(1005, 3957)
(9772, 6354)
(3518, 4387)
(8686, 6017)
(1870, 4164)
(9029, 6349)
(7870, 5709)
(7366, 5563)
(5660, 5379)
(4008, 4584)
(4897, 5028)
(8693, 5918)
(6150, 5346)
(4307, 4835)
(1593, 4169)
(900, 3851)
(6361, 5403)
(7202, 5507)
(9915, 6380)
(5767, 5099)
(5276, 5015)
(7978, 6024)
(1761, 4147)
(994, 3774)
(6329, 5213)
(1080, 3912)
(385, 3825)
(2548, 4090)
(4734, 5060)
(239, 3486)
(4269, 4830)
(4788, 5077)
(3240, 4499)
(938, 3929)
(3924, 4562)
(1523, 3934)
(6630, 5415)
(8352, 5778)
(7302, 5522)
(7857, 5655)
(8140, 6086)
(2332, 4028)
(7653, 5822)
(3640, 4479)
(6348, 5277)
(4846, 5145)
(305, 3778)
(4359, 4954)
(3106, 4296)
(878, 3676)
(2087, 4214)
(5903, 5267)
(8049, 5830)
(2336, 4348)
(2950, 4414)
(4544, 4988)
(6248, 5385)
(2290, 4017)
(8971, 6259)
(5894, 5422)
(9191, 6177)
(4724, 4953)
(9233, 6103)
(1624, 4072)
(1132, 3942)
(7747, 5771)
(7212, 5598)
(5910, 5462)
(195, 3451)
(2326, 4130)
(1934, 3918)
(4648, 4816)
(766, 3619)
(8708, 6052)
(7857, 5918)
(2948, 4546)
(3755, 4740)
(9424, 6189)
(2338, 4238)
(9680, 6439)
(1017, 3806)
(6320, 5462)
(4904, 4872)
(398, 3516)
(6032, 5463)
(4059, 4841)
(832, 3808)
(7486, 5575)
(5789, 5348)
(91, 3696)
(8950, 6246)
(4203, 4904)
(5526, 5165)
(8613, 6136)
(7313, 5807)
(4714, 4740)
(4934, 4896)
(7413, 5595)
(2472, 4213)
(4685, 5024)
(7805, 5849)
(4489, 4928)
(1963, 4064)
(3707, 4510)
(6234, 5437)
(8833, 6190)
(932, 3851)
(7058, 5653)
(3846, 4564)
(2605, 4110)
(7571, 5673)
(2393, 4335)
(2135, 4311)
(7703, 5856)
(7139, 5734)
(1132, 3775)
(4328, 4753)
(4091, 4667)
(5832, 5215)
(4991, 4863)
(3457, 4449)
(9799, 6195)
(6441, 5225)
(4305, 4941)
(6868, 5352)
(560, 3744)
(8216, 6132)
(3099, 4471)
(6831, 5523)
(1890, 4169)
(5205, 5245)
(7748, 5727)
(810, 3812)
(2240, 4336)
(650, 3904)
(5743, 5151)
(7817, 5694)
(7882, 5833)
(5942, 5076)
(5665, 5352)
(2297, 4401)
(9304, 6412)
(8447, 6030)
(7324, 5565)
(8570, 6215)
(174, 3500)
(4779, 4950)
(5038, 5182)
(2778, 4447)
(7636, 5809)
(8281, 5862)
(8727, 6012)
(240, 3537)
(6144, 5379)
(2194, 4271)
(5191, 5130)
(514, 3837)
(4838, 5127)
(9760, 6360)
(3715, 4810)
(3030, 4567)
(5494, 5178)
(5685, 5261)
(8910, 6318)
(8600, 5844)
(8161, 5880)
(4180, 4803)
(8327, 6020)
(5962, 5170)
(4018, 4724)
(8753, 6055)
(2199, 4175)
(3420, 4649)
(8803, 6129)
(4973, 5129)
(2776, 4222)
(1877, 3965)
(7037, 5574)
(4401, 4691)
(3125, 4406)
(2171, 3988)
(4799, 5095)
(397, 3708)
(3786, 4832)
(1358, 3793)
(4375, 4886)
(2704, 4490)
(5030, 4948)
(9696, 6256)
(4244, 4855)
(835, 3889)
(4054, 4831)
(911, 3991)
(4405, 4722)
(6823, 5589)
(1851, 3891)
(9720, 6338)
(3035, 4598)
(8760, 6096)
(3197, 4665)
(3534, 4424)
(3945, 4621)
(935, 3624)
(7580, 5630)
(6118, 5354)
(4442, 4862)
(5327, 5230)
(2258, 4206)
(9500, 6466)
(1594, 4062)
(6575, 5453)
(6347, 5478)
(8370, 6177)
(1234, 3856)
(1294, 3793)
(8346, 6065)
(1662, 3947)
(3715, 4709)
(568, 3682)
(289, 3511)
(5565, 5107)
(1678, 3881)
(5443, 5273)
(6339, 5387)
(5079, 5007)
(6156, 5274)
(4519, 4858)
(9064, 6005)
(8170, 5834)
(985, 3667)
(8290, 5836)
(5701, 5233)
(3729, 4589)
(7756, 5894)
(6691, 5662)
(3208, 4327)
(838, 3732)
(9436, 6440)
(291, 3790)
(6700, 5527)
(133, 3786)
(1084, 4063)
(7535, 5634)
(1985, 4275)
(3706, 4754)
(3701, 4522)
(5132, 5068)
(782, 3735)
(3384, 4514)
(6099, 5332)
(7463, 5731)
(8390, 5857)
(4436, 4738)
(7185, 5549)
(2367, 4236)
(7367, 5492)
(7630, 5834)
(257, 3499)
(1248, 3765)
(7879, 5831)
(277, 3633)
(5831, 5296)
(8788, 6199)
(7228, 5521)
(1501, 4038)
(8639, 5986)
(8123, 5744)
(796, 3971)
(5844, 5163)
(3949, 4527)
(5790, 5265)
(6284, 5453)
(8735, 6104)
(6323, 5187)
(6586, 5643)
(2142, 4271)
(1362, 3810)
(6321, 5227)
(720, 3727)
(7869, 5754)
(743, 3815)
(8719, 6004)
(382, 3569)
(7740, 5623)
(7544, 5863)
(6212, 5319)
(9378, 6084)
(1060, 3822)
(8221, 6079)
(46, 3458)
(7969, 5678)
(9521, 6360)
(9692, 6389)
(6242, 5381)
(9967, 6500)
(1753, 3887)
(6687, 5428)
(6207, 5391)
(2455, 4257)
(1640, 4163)
(1571, 4002)
(5920, 5250)
(2446, 4370)
(295, 3442)
(9309, 6079)
(9563, 6495)
(3803, 4482)
(7770, 5832)
(8291, 6134)
(751, 3930)
(5989, 5328)
(5477, 5178)
(9361, 6226)
(6381, 5366)
(5643, 5006)
(6720, 5618)
(8232, 5765)
(2763, 4223)
(3118, 4327)
(8549, 5957)
(4621, 4818)
(9244, 6115)
(1471, 4005)
(162, 3639)
(4668, 4933)
(6967, 5444)
(1625, 3999)
(918, 3965)
(1745, 3869)
(2377, 4378)
(9813, 6537)
(7797, 5826)
(5728, 5225)
(7637, 5768)
(1207, 4092)
(8158, 5934)
(1569, 4164)
(2518, 4149)
(6625, 5540)
(5836, 5282)
(1126, 4050)
(7353, 5767)
(1493, 4166)
(3765, 4721)
(8006, 6000)
(1949, 3951)
(6129, 5394)
(5044, 4946)
(1758, 3880)
(8311, 5839)
(6519, 5305)
(7708, 5916)
(1067, 4051)
(6898, 5368)
(3553, 4662)
(3205, 4410)
(6105, 5341)
(9223, 6125)
(5146, 5007)
(2082, 4075)
(2626, 4211)
(623, 3887)
(525, 3757)
(11, 3360)
(3509, 4469)
(3830, 4695)
(1720, 4196)
(1745, 4051)
(4584, 4842)
(6400, 5269)
(5701, 5383)
(1406, 4126)
(9913, 6554)
(2425, 4236)
(5824, 5298)
(8989, 6114)
(6474, 5626)
(6083, 5375)
(3927, 4849)
(8313, 6001)
(8295, 6142)
(9047, 6175)
(893, 4008)
(7251, 5522)
(4424, 4719)
(1161, 4025)
(7413, 5835)
(6846, 5405)
(2128, 4220)
(5320, 4893)
(7537, 5751)
(8857, 6315)
(295, 3465)
(3304, 4684)
(467, 3884)
(5, 3566)
(7023, 5407)
(4483, 4711)
(9499, 6275)
(3512, 4589)
(6386, 5283)
(646, 3891)
(5509, 4950)
(4007, 4583)
(2318, 4202)
(8266, 6137)
(3075, 4450)
(1965, 4243)
(5007, 4822)
(7670, 5932)
(1311, 3997)
(3318, 4626)
(4140, 4658)
(8066, 5707)
(6186, 5448)
(2009, 4049)
(143, 3766)
(9835, 6483)
(2849, 4334)
(3106, 4525)
(3876, 4645)
(4204, 4735)
(2608, 4267)
(7197, 5576)
(5090, 5082)
(8483, 5847)
(7515, 5621)
(789, 3932)
(1224, 3893)
(1024, 3673)
(1700, 4163)
(666, 3682)
(2244, 4194)
(4787, 5074)
(3248, 4593)
(4070, 4853)
(6909, 5577)
(2888, 4204)
(925, 3938)
(2922, 4490)
(915, 3758)
(412, 3821)
(3909, 4858)
(6390, 5471)
(3309, 4389)
(1009, 3996)
(7531, 5673)
(1220, 3820)
(8494, 5890)
(8036, 5904)
(2790, 4460)
(6748, 5432)
(4948, 4893)
(7181, 5507)
(4825, 4948)
(8093, 5760)
(9413, 6111)
(2252, 4184)
(460, 3744)
(3633, 4638)
(9486, 6141)
(2721, 4388)
(388, 3832)
(872, 3702)
(8559, 6008)
(7144, 5635)
(9085, 6243)
(605, 3607)
(7222, 5472)
(9731, 6203)
(6842, 5696)
(1512, 3928)
(4248, 4706)
(4963, 5058)
(417, 3846)
(6951, 5547)
(15, 3682)
(4637, 5088)
(9077, 6059)
(7724, 5776)
(1998, 3960)
(4892, 5156)
(7133, 5761)
(1852, 3979)
(920, 3661)
(791, 3643)
(7445, 5877)
(9147, 6240)
(9831, 6540)
(7561, 5657)
(2154, 4324)
(7269, 5703)
(8088, 5729)
(3666, 4798)
(3705, 4623)
(5791, 5422)
(9744, 6523)
(2367, 4211)
(721, 3622)
(6703, 5650)
(5032, 4967)
(8498, 6203)
(4566, 4732)
(8821, 6083)
(1843, 4163)
(7464, 5565)
(1063, 3957)
(6025, 5269)
(3004, 4512)
(172, 3716)
(8849, 6177)
(3368, 4696)
(9773, 6527)
(1893, 3904)
(4104, 4806)
(9136, 6143)
(915, 3990)
(9568, 6403)
(2443, 4216)
(5403, 5190)
(8486, 5852)
(5650, 5340)
(4110, 4934)
(4404, 4659)
(800, 3665)
(1658, 3883)
(6349, 5275)
(1919, 4065)
(6561, 5337)
(4304, 4858)
(3913, 4771)
(6584, 5389)
(6284, 5232)
(6349, 5275)
(893, 3867)
(1441, 3926)
(3587, 4711)
(2713, 4499)
(4411, 4778)
(5816, 5125)
(9727, 6184)
(2601, 4180)
(9540, 6359)
(5831, 5282)
(7541, 5882)
(7712, 5754)
(1819, 4240)
(6417, 5236)
(486, 3497)
(1658, 4096)
(5625, 5211)
(5058, 5060)
(7782, 5881)
(4302, 4632)
(5667, 5003)
(5442, 5066)
(561, 3652)
(3188, 4667)
(7893, 5641)
(484, 3700)
(6567, 5401)
(421, 3784)
(751, 3598)
(1046, 4021)
(7279, 5759)
(5445, 4970)
(1173, 3843)
(2612, 4178)
(6991, 5774)
(7740, 5863)
(4466, 4910)
(4857, 5108)
(8611, 6228)
(3001, 4509)
(4621, 4710)
(3100, 4345)
(9643, 6496)
(1245, 4080)
(6788, 5643)
(3304, 4443)
(4641, 4820)
(6947, 5667)
(6230, 5301)
(6679, 5532)
(5326, 5247)
(3771, 4772)
(9039, 6091)
(2500, 4192)
(1026, 3675)
(6663, 5620)
(609, 3601)
(4947, 5100)
(4094, 4633)
(510, 3629)
(1426, 4106)
(3147, 4473)
(227, 3605)
(875, 3933)
(7087, 5682)
(9543, 6515)
(2385, 4428)
(3674, 4492)
(7666, 5835)
(7830, 5840)
(8870, 6191)
(7874, 5941)
(1179, 3952)
(7910, 5848)
(5833, 5280)
(2771, 4491)
(6546, 5260)
(4476, 4829)
(6713, 5395)
(8326, 5994)
(2730, 4389)
(6577, 5386)
(5179, 5046)
(8488, 6100)
(6102, 5127)
(9974, 6569)
(9295, 6186)
(2023, 4127)
(3383, 4581)
(3048, 4569)
(2363, 4367)
(6887, 5615)
(8628, 6196)
(530, 3664)
(6878, 5632)
(3547, 4401)
(7419, 5737)
(2675, 4283)
(1545, 3959)
(9445, 6259)
(8120, 5905)
(5109, 5084)
(8693, 6113)
(2322, 4096)
(3971, 4756)
(8324, 5903)
(3161, 4456)
(1027, 3845)
(8898, 6314)
(4359, 5001)
(6580, 5641)
(1998, 4045)
(9549, 6290)
(4112, 4170)
(1572, 3114)
(5959, 9771)
(8043, 303)
(8121, 5791)
(9548, 6451)
(7105, 2973)
(2685, 1958)
(7501, 9183)
(9135, 3460)
(7010, 1783)
(6919, 2452)
(7909, 5892)
(5992, 5802)
(654, 1165)
(5896, 1026)
(4654, 4754)
(1431, 8054)
(4641, 9747)
(4137, 2707)
(219, 1356)
(5780, 380)
(9065, 2272)
(349, 1210)
(425, 4029)
(7546, 6891)
(6572, 9346)
(9885, 9539)
(2542, 1350)
(2362, 1545)
(4014, 5557)
(3584, 1776)
(1171, 8264)
(3983, 5375)
(1588, 4205)
(8928, 3459)
(4184, 4222)
(4275, 4008)
(9348, 7696)
(4735, 9566)
(430, 9227)
(597, 6718)
(4791, 6177)
(6556, 3796)
(7449, 6700)
(1100, 5210)
(5215, 2495)
(4703, 3574)
(5335, 5269)
(2876, 3067)
(1212, 4669)
(7900, 247)
(2049, 9955)
(2390, 8580)
(8352, 2034)
(2490, 4262)
(6396, 2548)
(6145, 4212)
(8241, 1500)
(6067, 7811)
(8197, 3675)
(1217, 1517)
(6023, 6542)
(1259, 2610)
(521, 7171)
(9038, 7992)
(8899, 2357)
(1627, 4734)
(4054, 1142)
(1904, 8214)
(5890, 3836)
(3108, 2641)
(5269, 5520)
(4392, 8517)
(9852, 2988)
(1592, 2041)
(4302, 605)
(7459, 7066)
(7937, 6242)
(5265, 3950)
(6325, 9849)
(4991, 5923)
(3429, 5568)
(1072, 9716)
(8955, 8695)
(3524, 2761)
(4974, 8466)
(3557, 3916)
(9380, 1913)
(5189, 3398)
(8031, 8066)
(9100, 2614)
(603, 8576)
(4320, 9020)
(9164, 8305)
(5625, 1318)
(4842, 2402)
(4991, 6301)
(574, 7075)
(5403, 7527)
(321, 6655)
(8096, 7740)
(2272, 8135)
(1953, 524)
(5634, 3217)
(7377, 2499)
(6671, 1344)
(8928, 741)
(1137, 9395)
(3656, 7888)
(9580, 4225)
(7281, 6790)
(268, 420)
(7622, 4225)
(4917, 4029)
(9166, 7139)
(6175, 1647)
(3900, 8013)
(2563, 3199)
(225, 60)
(8368, 19)
(8965, 5783)
(6459, 7872)
(3195, 7968)
(9685, 2260)
(7579, 3383)
(2046, 736)
(6379, 1512)
(3625, 9566)
(6527, 5066)
(6062, 1897)
(5042, 6710)
(5522, 7053)
(8048, 2182)
(9899, 1997)
(8821, 3995)
(9036, 4712)
(8009, 7165)
(6735, 2081)
(2814, 1086)
(2338, 5014)
(3190, 5525)
(6619, 2512)
(9810, 4632)
(4475, 9394)
(9934, 8896)
(1351, 2774)
(9253, 1929)
(305, 7841)
(5855, 365)
(5191, 7689)
(8966, 4005)
(68, 637)
(2921, 8852)
(3781, 6984)
(733, 1816)
(997, 3583)
(4096, 4989)
(7024, 842)
(2363, 5307)
(6881, 8861)
(3752, 2590)
(9684, 9631)
(4482, 3806)
(931, 6698)
(8380, 7251)
(1353, 6031)
(8136, 2006)
(1274, 7932)
(8616, 3499)
(4187, 6645)
(5332, 4539)
(1442, 9170)
(3331, 2747)
(4528, 7351)
(2252, 5766)
(1305, 7513)
(2224, 2396)
(641, 4162)
(1118, 5823)
(2102, 9021)
(3454, 3021)
(419, 5778)
(8098, 9405)
(2936, 5134)
(8576, 6587)
(71, 2283)
(3279, 4067)
(4005, 9282)
(4276, 6921)
(2212, 1013)
(8071, 3397)
(2531, 2273)
(2856, 3097)
(1112, 4515)
(3375, 5676)
(7046, 8246)
(672, 3453)
(5290, 2740)
(1836, 6512)
(9484, 8697)
(3637, 4770)
(7767, 9485)
(5693, 3909)
(2173, 898)
(2967, 9431)
(7125, 9684)
(9257, 1055)
(2110, 5115)
(2386, 527)
(6005, 9260)
(6534, 9842)
(6785, 5453)
(664, 7461)
(8576, 2522)
(2982, 6157)
(887, 8024)
(9291, 9939)
(6293, 8033)
(3880, 9378)
(544, 5770)
(9334, 7821)
(6758, 4314)
(8028, 9090)
(456, 4164)
(3901, 3642)
(9438, 3617)
(5197, 785)
(8372, 3778)
(4027, 4486)
(7718, 1376)
(6931, 9893)
(6157, 3695)
(2488, 4279)
(9351, 193)
(4701, 1693)
(7186, 8506)
(738, 7540)
(9581, 9070)
(43, 9084)
(260, 5419)
(8348, 6934)
(500, 3809)
(7453, 6326)
(9562, 7177)
(650, 9826)
(3318, 9327)
(348, 4843)
(8877, 4430)
(1950, 4178)
(6161, 857)
(7451, 7869)
(3961, 7828)
(2127, 3636)
(6793, 5778)
(894, 3807)
(508, 7012)
(6214, 2751)
(3475, 2091)
(2033, 2552)
(6834, 5648)
(4896, 5825)
(6006, 3112)
(7954, 9549)
(9505, 2887)
(5866, 9399)
(174, 4653)
(9036, 2437)
(9605, 4450)
(8493, 3039)
(1495, 9385)
(8103, 1475)
(8150, 1949)
(8682, 6752)
(3069, 3725)
(7567, 2564)
(9341, 1603)
(7607, 2118)
(9209, 9211)
(2973, 5799)
(9561, 9173)
(4649, 1682)
(8282, 5431)
(4497, 4637)
(7449, 8737)
(4688, 6249)
(2672, 8210)
(3868, 2540)
(5366, 6193)
(8505, 7648)
(810, 2351)
(407, 4789)
(9269, 683)
(4333, 8609)
(9706, 9917)
(2810, 9470)
(8496, 1708)
(4805, 6109)
(4973, 7517)
(1031, 579)
